Volatility 3 Framework 2.26.2

PID	Process	Block	Variable	Value
976	svchost.exe	0x1a480104b90	ProgramData	C:\ProgramData
976	svchost.exe	0x1a480104b90	ProgramFiles	C:\Program Files
976	svchost.exe	0x1a480104b90	ProgramFiles(x86)	C:\Program Files (x86)
976	svchost.exe	0x1a480104b90	ProgramW6432	C:\Program Files
976	svchost.exe	0x1a480104b90	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules
976	svchost.exe	0x1a480104b90	PUBLIC	C:\Users\Public
976	svchost.exe	0x1a480104b90	SystemDrive	C:
976	svchost.exe	0x1a480104b90	SystemRoot	C:\WINDOWS
976	svchost.exe	0x1a480104b90	TEMP	C:\WINDOWS\TEMP
976	svchost.exe	0x1a480104b90	TMP	C:\WINDOWS\TEMP
976	svchost.exe	0x1a480104b90	USERDOMAIN	WORKGROUP
976	svchost.exe	0x1a480104b90	USERNAME	WINDOWS$
976	svchost.exe	0x1a480104b90	USERPROFILE	C:\WINDOWS\system32\config\systemprofile
976	svchost.exe	0x1a480104b90	windir	C:\WINDOWS
624	svchost.exe	0x170d5104c20	ALLUSERSPROFILE	C:\ProgramData
624	svchost.exe	0x170d5104c20	APPDATA	C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Roaming
624	svchost.exe	0x170d5104c20	CommonProgramFiles	C:\Program Files\Common Files
624	svchost.exe	0x170d5104c20	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
624	svchost.exe	0x170d5104c20	CommonProgramW6432	C:\Program Files\Common Files
624	svchost.exe	0x170d5104c20	COMPUTERNAME	WINDOWS
624	svchost.exe	0x170d5104c20	ComSpec	C:\WINDOWS\system32\cmd.exe
624	svchost.exe	0x170d5104c20	DriverData	C:\Windows\System32\Drivers\DriverData
624	svchost.exe	0x170d5104c20	LOCALAPPDATA	C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Local
624	svchost.exe	0x170d5104c20	NUMBER_OF_PROCESSORS	2
624	svchost.exe	0x170d5104c20	OS	Windows_NT
624	svchost.exe	0x170d5104c20	Path	C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Local\Microsoft\WindowsApps
624	svchost.exe	0x170d5104c20	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
624	svchost.exe	0x170d5104c20	PROCESSOR_ARCHITECTURE	AMD64
624	svchost.exe	0x170d5104c20	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 170 Stepping 4, GenuineIntel
624	svchost.exe	0x170d5104c20	PROCESSOR_LEVEL	6
624	svchost.exe	0x170d5104c20	PROCESSOR_REVISION	aa04
624	svchost.exe	0x170d5104c20	ProgramData	C:\ProgramData
624	svchost.exe	0x170d5104c20	ProgramFiles	C:\Program Files
624	svchost.exe	0x170d5104c20	ProgramFiles(x86)	C:\Program Files (x86)
624	svchost.exe	0x170d5104c20	ProgramW6432	C:\Program Files
624	svchost.exe	0x170d5104c20	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules
624	svchost.exe	0x170d5104c20	PUBLIC	C:\Users\Public
624	svchost.exe	0x170d5104c20	SystemDrive	C:
624	svchost.exe	0x170d5104c20	SystemRoot	C:\WINDOWS
624	svchost.exe	0x170d5104c20	TEMP	C:\WINDOWS\SERVIC~1\NETWOR~1\AppData\Local\Temp
624	svchost.exe	0x170d5104c20	TMP	C:\WINDOWS\SERVIC~1\NETWOR~1\AppData\Local\Temp
624	svchost.exe	0x170d5104c20	USERDOMAIN	WORKGROUP
624	svchost.exe	0x170d5104c20	USERNAME	WINDOWS$
624	svchost.exe	0x170d5104c20	USERPROFILE	C:\WINDOWS\ServiceProfiles\NetworkService
624	svchost.exe	0x170d5104c20	windir	C:\WINDOWS
1076	dwm.exe	0x266ac1049c0	ALLUSERSPROFILE	C:\ProgramData
1076	dwm.exe	0x266ac1049c0	CommonProgramFiles	C:\Program Files\Common Files
1076	dwm.exe	0x266ac1049c0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1076	dwm.exe	0x266ac1049c0	CommonProgramW6432	C:\Program Files\Common Files
1076	dwm.exe	0x266ac1049c0	COMPUTERNAME	WINDOWS
1076	dwm.exe	0x266ac1049c0	ComSpec	C:\WINDOWS\system32\cmd.exe
1076	dwm.exe	0x266ac1049c0	DriverData	C:\Windows\System32\Drivers\DriverData
1076	dwm.exe	0x266ac1049c0	NUMBER_OF_PROCESSORS	2
1076	dwm.exe	0x266ac1049c0	OS	Windows_NT
1076	dwm.exe	0x266ac1049c0	Path	C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\
1076	dwm.exe	0x266ac1049c0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1076	dwm.exe	0x266ac1049c0	PROCESSOR_ARCHITECTURE	AMD64
1076	dwm.exe	0x266ac1049c0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 170 Stepping 4, GenuineIntel
1076	dwm.exe	0x266ac1049c0	PROCESSOR_LEVEL	6
1076	dwm.exe	0x266ac1049c0	PROCESSOR_REVISION	aa04
1076	dwm.exe	0x266ac1049c0	ProgramData	C:\ProgramData
1076	dwm.exe	0x266ac1049c0	ProgramFiles	C:\Program Files
1076	dwm.exe	0x266ac1049c0	ProgramFiles(x86)	C:\Program Files (x86)
1076	dwm.exe	0x266ac1049c0	ProgramW6432	C:\Program Files
1076	dwm.exe	0x266ac1049c0	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules
1076	dwm.exe	0x266ac1049c0	PUBLIC	C:\Users\Public
1076	dwm.exe	0x266ac1049c0	SystemDrive	C:
1076	dwm.exe	0x266ac1049c0	SystemRoot	C:\WINDOWS
1076	dwm.exe	0x266ac1049c0	TEMP	C:\WINDOWS\TEMP
1076	dwm.exe	0x266ac1049c0	TMP	C:\WINDOWS\TEMP
1076	dwm.exe	0x266ac1049c0	USERNAME	SYSTEM
1076	dwm.exe	0x266ac1049c0	USERPROFILE	C:\WINDOWS\system32\config\systemprofile
1076	dwm.exe	0x266ac1049c0	windir	C:\WINDOWS
1192	svchost.exe	0x265d9104c20	ALLUSERSPROFILE	C:\ProgramData
1192	svchost.exe	0x265d9104c20	APPDATA	C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Roaming
1192	svchost.exe	0x265d9104c20	CommonProgramFiles	C:\Program Files\Common Files
1192	svchost.exe	0x265d9104c20	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1192	svchost.exe	0x265d9104c20	CommonProgramW6432	C:\Program Files\Common Files
1192	svchost.exe	0x265d9104c20	COMPUTERNAME	WINDOWS
1192	svchost.exe	0x265d9104c20	ComSpec	C:\WINDOWS\system32\cmd.exe
1192	svchost.exe	0x265d9104c20	DriverData	C:\Windows\System32\Drivers\DriverData
1192	svchost.exe	0x265d9104c20	LOCALAPPDATA	C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Local
1192	svchost.exe	0x265d9104c20	NUMBER_OF_PROCESSORS	2
1192	svchost.exe	0x265d9104c20	OS	Windows_NT
1192	svchost.exe	0x265d9104c20	Path	C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Local\Microsoft\WindowsApps
1192	svchost.exe	0x265d9104c20	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1192	svchost.exe	0x265d9104c20	PROCESSOR_ARCHITECTURE	AMD64
1192	svchost.exe	0x265d9104c20	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 170 Stepping 4, GenuineIntel
1192	svchost.exe	0x265d9104c20	PROCESSOR_LEVEL	6
1192	svchost.exe	0x265d9104c20	PROCESSOR_REVISION	aa04
1192	svchost.exe	0x265d9104c20	ProgramData	C:\ProgramData
1192	svchost.exe	0x265d9104c20	ProgramFiles	C:\Program Files
1192	svchost.exe	0x265d9104c20	ProgramFiles(x86)	C:\Program Files (x86)
1192	svchost.exe	0x265d9104c20	ProgramW6432	C:\Program Files
1192	svchost.exe	0x265d9104c20	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules
1192	svchost.exe	0x265d9104c20	PUBLIC	C:\Users\Public
1192	svchost.exe	0x265d9104c20	SystemDrive	C:
1192	svchost.exe	0x265d9104c20	SystemRoot	C:\WINDOWS
1192	svchost.exe	0x265d9104c20	TEMP	C:\WINDOWS\SERVIC~1\NETWOR~1\AppData\Local\Temp
1192	svchost.exe	0x265d9104c20	TMP	C:\WINDOWS\SERVIC~1\NETWOR~1\AppData\Local\Temp
1192	svchost.exe	0x265d9104c20	USERDOMAIN	WORKGROUP
1192	svchost.exe	0x265d9104c20	USERNAME	WINDOWS$
1192	svchost.exe	0x265d9104c20	USERPROFILE	C:\WINDOWS\ServiceProfiles\NetworkService
1192	svchost.exe	0x265d9104c20	windir	C:\WINDOWS
1192	svchost.exe	0x265d9104c20	:\WINDOWS\ServiceProfiles\NetworkServic	:\WINDOWS\ServiceProfiles\NetworkService
1192	svchost.exe	0x265d9104c20	windir	C:\WINDOWS
1192	svchost.exe	0x265d9104c20	s\NetworkServic	s\NetworkService
1192	svchost.exe	0x265d9104c20	windir	C:\WINDOWS
1192	svchost.exe	0x265d9104c20	m	mp
1192	svchost.exe	0x265d9104c20	USERDOMAIN	WORKGROUP
1192	svchost.exe	0x265d9104c20	USERNAME	WINDOWS$
1192	svchost.exe	0x265d9104c20	USERPROFILE	C:\WINDOWS\ServiceProfiles\NetworkService
1192	svchost.exe	0x265d9104c20	windir	C:\WINDOWS
1192	svchost.exe	0x265d9104c20	RPROFILE	C:\WINDOWS\ServiceProfiles\NetworkService
1192	svchost.exe	0x265d9104c20	windir	C:\WINDOWS
1192	svchost.exe	0x265d9104c20	DOWS\ServiceProfiles\NetworkServic	DOWS\ServiceProfiles\NetworkService
1192	svchost.exe	0x265d9104c20	windir	C:\WINDOWS
1192	svchost.exe	0x265d9104c20	es\NetworkServic	es\NetworkService
1192	svchost.exe	0x265d9104c20	windir	C:\WINDOWS
2596	svchost.exe	0x1f19f104b90	ALLUSERSPROFILE	C:\ProgramData
2596	svchost.exe	0x1f19f104b90	APPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Roaming
2596	svchost.exe	0x1f19f104b90	CommonProgramFiles	C:\Program Files\Common Files
2596	svchost.exe	0x1f19f104b90	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2596	svchost.exe	0x1f19f104b90	CommonProgramW6432	C:\Program Files\Common Files
2596	svchost.exe	0x1f19f104b90	COMPUTERNAME	WINDOWS
2596	svchost.exe	0x1f19f104b90	ComSpec	C:\WINDOWS\system32\cmd.exe
2596	svchost.exe	0x1f19f104b90	DriverData	C:\Windows\System32\Drivers\DriverData
2596	svchost.exe	0x1f19f104b90	LOCALAPPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Local
2596	svchost.exe	0x1f19f104b90	NUMBER_OF_PROCESSORS	2
2596	svchost.exe	0x1f19f104b90	OS	Windows_NT
2596	svchost.exe	0x1f19f104b90	Path	C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\WINDOWS\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
2596	svchost.exe	0x1f19f104b90	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2596	svchost.exe	0x1f19f104b90	PROCESSOR_ARCHITECTURE	AMD64
2596	svchost.exe	0x1f19f104b90	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 170 Stepping 4, GenuineIntel
2596	svchost.exe	0x1f19f104b90	PROCESSOR_LEVEL	6
2596	svchost.exe	0x1f19f104b90	PROCESSOR_REVISION	aa04
2596	svchost.exe	0x1f19f104b90	ProgramData	C:\ProgramData
2596	svchost.exe	0x1f19f104b90	ProgramFiles	C:\Program Files
2596	svchost.exe	0x1f19f104b90	ProgramFiles(x86)	C:\Program Files (x86)
2596	svchost.exe	0x1f19f104b90	ProgramW6432	C:\Program Files
2596	svchost.exe	0x1f19f104b90	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules
2596	svchost.exe	0x1f19f104b90	PUBLIC	C:\Users\Public
2596	svchost.exe	0x1f19f104b90	SystemDrive	C:
2596	svchost.exe	0x1f19f104b90	SystemRoot	C:\WINDOWS
2596	svchost.exe	0x1f19f104b90	TEMP	C:\WINDOWS\TEMP
2596	svchost.exe	0x1f19f104b90	TMP	C:\WINDOWS\TEMP
2596	svchost.exe	0x1f19f104b90	USERDOMAIN	WORKGROUP
2596	svchost.exe	0x1f19f104b90	USERNAME	WINDOWS$
2596	svchost.exe	0x1f19f104b90	USERPROFILE	C:\WINDOWS\system32\config\systemprofile
2596	svchost.exe	0x1f19f104b90	windir	C:\WINDOWS
4396	explorer.exe	0x8d78a0	ALLUSERSPROFILE	C:\ProgramData
4396	explorer.exe	0x8d78a0	APPDATA	C:\Users\User\AppData\Roaming
4396	explorer.exe	0x8d78a0	CommonProgramFiles	C:\Program Files\Common Files
4396	explorer.exe	0x8d78a0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
4396	explorer.exe	0x8d78a0	CommonProgramW6432	C:\Program Files\Common Files
4396	explorer.exe	0x8d78a0	COMPUTERNAME	WINDOWS
4396	explorer.exe	0x8d78a0	ComSpec	C:\WINDOWS\system32\cmd.exe
4396	explorer.exe	0x8d78a0	DriverData	C:\Windows\System32\Drivers\DriverData
4396	explorer.exe	0x8d78a0	EFC_4396_1262719628	1
4396	explorer.exe	0x8d78a0	EFC_4396_1592913036	1
4396	explorer.exe	0x8d78a0	EFC_4396_2283032206	1
4396	explorer.exe	0x8d78a0	EFC_4396_2775293581	1
4396	explorer.exe	0x8d78a0	EFC_4396_3789132940	1
4396	explorer.exe	0x8d78a0	FPS_BROWSER_APP_PROFILE_STRING	Internet Explorer
4396	explorer.exe	0x8d78a0	FPS_BROWSE	FPS_BROWSER
4396	explorer.exe	0x8d78a0	轿	轿ǖ
4396	explorer.exe	0x8d78a0	ڀ迚	ڀ迚ǖ
4396	explorer.exe	0x8d78a0	轿	轿ǖ
4396	explorer.exe	0x8d78a0	Ṁ轝	Ṁ轝ǖ
4396	explorer.exe	0x8d78a0	ठ轨	ठ轨ǖ
4396	explorer.exe	0x8d78a0	࿀迈ǖC:\Windows\System32\WindowsPowerShell\v1.0\powershell.ex	࿀迈ǖC:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
4396	explorer.exe	0x8d78a0	؀迈ǖ蠟	؀迈ǖ蠟ǖ
4396	explorer.exe	0x8d78a0	蠟	蠟ǖ
4396	explorer.exe	0x8d78a0	蠟	蠟ǖ
4396	explorer.exe	0x8d78a0	蠟	蠟ǖ
4396	explorer.exe	0x8d78a0	蠟	蠟ǖ
4396	explorer.exe	0x8d78a0	蠟	蠟ǖ
4396	explorer.exe	0x8d78a0	蠟	蠟ǖ
4396	explorer.exe	0x8d78a0	蠟	蠟ǖ
4396	explorer.exe	0x8d78a0	蠟	蠟ǖ
4396	explorer.exe	0x8d78a0	蠟	蠟ǖ
4396	explorer.exe	0x8d78a0	蠟	蠟ǖ
4396	explorer.exe	0x8d78a0	蠟	蠟ǖ
4396	explorer.exe	0x8d78a0	蠟	蠟ǖ
4396	explorer.exe	0x8d78a0	蠟	蠟ǖ
4396	explorer.exe	0x8d78a0	蠟	蠟ǖ
4396	explorer.exe	0x8d78a0	蠟	蠟ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	촰輎	촰輎ǖ
4396	explorer.exe	0x8d78a0	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.ex	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
4396	explorer.exe	0x8d78a0	䚠迚ǖ줐輎	䚠迚ǖ줐輎ǖ
4396	explorer.exe	0x8d78a0	줐輎	줐輎ǖ
4396	explorer.exe	0x8d78a0	줐輎	줐輎ǖ
4396	explorer.exe	0x8d78a0	줐輎	줐輎ǖ
4396	explorer.exe	0x8d78a0	줐輎	줐輎ǖ
4396	explorer.exe	0x8d78a0	줐輎	줐輎ǖ
4396	explorer.exe	0x8d78a0	줐輎	줐輎ǖ
4396	explorer.exe	0x8d78a0	줐輎	줐輎ǖ
4396	explorer.exe	0x8d78a0	줐輎	줐輎ǖ
4396	explorer.exe	0x8d78a0	줐輎	줐輎ǖ
4396	explorer.exe	0x8d78a0	줐輎	줐輎ǖ
4396	explorer.exe	0x8d78a0	줐輎	줐輎ǖ
4396	explorer.exe	0x8d78a0	줐輎	줐輎ǖ
4396	explorer.exe	0x8d78a0	줐輎	줐輎ǖ
4396	explorer.exe	0x8d78a0	줐輎	줐輎ǖ
4396	explorer.exe	0x8d78a0	줐輎	줐輎ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	碐迿	碐迿ǖ
4396	explorer.exe	0x8d78a0	销輰	销輰ǖ
4396	explorer.exe	0x8d78a0	ĉ﯍敵敵ᑷ貆	ĉ﯍敵敵ᑷ貆ǖ
4396	explorer.exe	0x8d78a0	Ꮳ貆	Ꮳ貆ǖ
4396	explorer.exe	0x8d78a0	篴	篴ǖ
4396	explorer.exe	0x8d78a0	㤠车	㤠车ǖ
4396	explorer.exe	0x8d78a0	̀ഀ	̀ഀǖ
4396	explorer.exe	0x8d78a0	㤠车ǖ젠輎	㤠车ǖ젠輎ǖ
4396	explorer.exe	0x8d78a0	젠輎	젠輎ǖ
4396	explorer.exe	0x8d78a0	᷐轭	᷐轭ǖ
4396	explorer.exe	0x8d78a0	᷐轭	᷐轭ǖ
4396	explorer.exe	0x8d78a0	젠輎	젠輎ǖ
4396	explorer.exe	0x8d78a0	젠輎	젠輎ǖ
4396	explorer.exe	0x8d78a0	쫰輎	쫰輎ǖ
4396	explorer.exe	0x8d78a0	쫰輎	쫰輎ǖ
4396	explorer.exe	0x8d78a0	젠輎	젠輎ǖ
4396	explorer.exe	0x8d78a0	젠輎	젠輎ǖ
4396	explorer.exe	0x8d78a0	젠輎	젠輎ǖ
4396	explorer.exe	0x8d78a0	젠輎	젠輎ǖ
4396	explorer.exe	0x8d78a0	젠輎	젠輎ǖ
4396	explorer.exe	0x8d78a0	젠輎	젠輎ǖ
4396	explorer.exe	0x8d78a0	젠輎	젠輎ǖ
4396	explorer.exe	0x8d78a0	젠輎	젠輎ǖ
4396	explorer.exe	0x8d78a0	C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.ex	C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe
4396	explorer.exe	0x8d78a0	.0001ꄀ輰	.0001ꄀ輰ǖ
4396	explorer.exe	0x8d78a0	ĉ	ĉ㋃
4396	explorer.exe	0x8d78a0	ጓ貆	ጓ貆ǖ
4396	explorer.exe	0x8d78a0	ቓ貆	ቓ貆ǖ
4396	explorer.exe	0x8d78a0	篴	篴ǖ
4396	explorer.exe	0x8d78a0	C:\Users\User\AppData\Local\Microsoft\OneDrive\OneDrive.ex	C:\Users\User\AppData\Local\Microsoft\OneDrive\OneDrive.exe
4396	explorer.exe	0x8d78a0	䎠迈ǖ⛀迈	䎠迈ǖ⛀迈ǖ
4396	explorer.exe	0x8d78a0	⛀迈	⛀迈ǖ
4396	explorer.exe	0x8d78a0	⛀迈	⛀迈ǖ
4396	explorer.exe	0x8d78a0	⛀迈	⛀迈ǖ
4396	explorer.exe	0x8d78a0	⛀迈	⛀迈ǖ
4396	explorer.exe	0x8d78a0	⛀迈	⛀迈ǖ
4396	explorer.exe	0x8d78a0	⛀迈	⛀迈ǖ
4396	explorer.exe	0x8d78a0	⛀迈	⛀迈ǖ
4396	explorer.exe	0x8d78a0	⛀迈	⛀迈ǖ
4396	explorer.exe	0x8d78a0	⛀迈	⛀迈ǖ
4396	explorer.exe	0x8d78a0	⛀迈	⛀迈ǖ
4396	explorer.exe	0x8d78a0	⛀迈	⛀迈ǖ
4396	explorer.exe	0x8d78a0	⛀迈	⛀迈ǖ
4396	explorer.exe	0x8d78a0	⛀迈	⛀迈ǖ
4396	explorer.exe	0x8d78a0	♠迈	♠迈ǖ
4396	explorer.exe	0x8d78a0	♠迈	♠迈ǖ
4396	explorer.exe	0x8d78a0	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.ex	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
4396	explorer.exe	0x8d78a0	଀迈ǖ쨀輎	଀迈ǖ쨀輎ǖ
4396	explorer.exe	0x8d78a0	쨀輎	쨀輎ǖ
4396	explorer.exe	0x8d78a0	쨀輎	쨀輎ǖ
4396	explorer.exe	0x8d78a0	쨀輎	쨀輎ǖ
